Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Botnet
6,36805,7,3,786.0,77.0,393.0,0.0,112.28571428571428,191.7643643343868,77.0,0.0,25.666666666666668,44.45597072760118,23447.90110039397,271.7022143730472,4089.444444444444,6276.305862350701,18301.0,5.0,36805.0,6134.166666666666,11437.215769874532,28542.0,5.0,26614.0,13307.0,7062.582530491237,18301.0,8313.0,0,0,0,0,156,68,190.191550061133,81.51066431191414,0.0,393.0,78.45454545454545,157.20074022495163,24712.072727272727,0,3,1,3,8,0,0,0,0.0,86.3,112.28571428571428,25.666666666666668,0,0,0,0,0,0,0,0,0,0,64240,6432,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,53237,7,3,786.0,77.0,393.0,0.0,112.28571428571428,191.7643643343868,77.0,0.0,25.666666666666668,44.45597072760118,16210.530270300733,187.83928470800385,5915.222222222223,7969.359035985544,17661.0,9.0,53237.0,8872.833333333332,15150.004190318452,36943.0,9.0,34168.0,17084.0,816.0012254892758,17661.0,16507.0,0,0,0,0,156,68,131.48749929560267,56.35178541240115,0.0,393.0,78.45454545454545,157.20074022495163,24712.072727272727,0,3,1,3,8,0,0,0,0.0,86.3,112.28571428571428,25.666666666666668,0,0,0,0,0,0,0,0,0,0,64240,6432,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,44826,7,3,786.0,77.0,393.0,0.0,112.28571428571428,191.7643643343868,77.0,0.0,25.666666666666668,44.45597072760118,19252.219693927636,223.08481684736535,4980.666666666667,7676.974762235448,23539.0,10.0,44826.0,7471.0,13833.535643500543,34957.0,10.0,33439.0,16719.5,9644.229388603322,23539.0,9900.0,0,0,0,0,156,68,156.15937179315577,66.92544505420962,0.0,393.0,78.45454545454545,157.20074022495163,24712.072727272727,0,3,1,3,8,0,0,0,0.0,86.3,112.28571428571428,25.666666666666668,0,0,0,0,0,0,0,0,0,0,64240,6432,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,247,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8097.165991902834,247.0,0.0,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,4048.582995951417,4048.582995951417,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,304,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6578.9473684210525,304.0,0.0,304.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3289.4736842105262,3289.4736842105262,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,266,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7518.796992481202,266.0,0.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3759.398496240601,3759.398496240601,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,319,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6269.592476489028,319.0,0.0,319.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,3134.796238244514,3134.796238244514,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,394,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5076.142131979696,394.0,0.0,394.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2538.071065989848,2538.071065989848,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,446,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4484.304932735426,446.0,0.0,446.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2242.152466367713,2242.152466367713,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,497,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4024.1448692152912,497.0,0.0,497.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,2012.0724346076456,2012.0724346076456,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,548,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3649.6350364963514,548.0,0.0,548.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,1824.8175182481752,1824.8175182481752,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,591,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3384.09475465313,591.0,0.0,591.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,1692.047377326565,1692.047377326565,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
