Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Botnet
6,35,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57142.857142857145,35.0,0.0,35.0,35.0,35.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,57142.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,375937,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32004032590567,375937.0,0.0,375937.0,375937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,2.660020162952835,2.660020162952835,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16560,64573,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,147,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13605.442176870749,147.0,0.0,147.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6802.721088435374,6802.721088435374,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5840,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,787982,3,4,71.0,681.0,71.0,0.0,23.666666666666668,40.99186911246344,681.0,0.0,170.25,340.5,954.3365203773692,8.883451652448914,131330.33333333334,204049.60700052,430286.0,7.0,356295.0,178147.5,251740.62070412876,356155.0,140.0,432287.0,144095.6666666667,248368.68243064245,430886.0,7.0,0,0,0,0,68,88,3.807193565335249,5.076258087113665,0.0,681.0,94.0,238.4815057219921,56873.42857142857,1,2,0,2,6,0,0,0,1.0,107.42857142857144,23.666666666666668,170.25,0,0,0,0,0,0,0,0,0,0,16384,5840,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,29695205,6,5,156.0,832.0,78.0,0.0,26.0,40.27902680055713,416.0,0.0,166.4,227.8525839221491,33.27136485503299,0.3704301755115009,2969520.5,5355056.179793474,16909705.0,141.0,12785500.0,2557100.0,2641095.1087681414,5835816.0,398127.0,28905685.0,7226421.25,7145325.550333886,17090328.0,1060.0,0,0,0,0,128,104,0.2020528230062732,0.1683773525052277,0.0,416.0,82.33333333333334,158.66908579770285,25175.878787878784,1,2,0,4,10,0,0,0,0.0,89.81818181818181,26.0,166.4,0,0,0,0,0,0,2,52,1,277,16384,5840,2,20,643005.6666666666,213449.2578982961,789661.0,398127.0,9255396.0,6641344.116491857,16909705.0,5020667.0,0
6,806960,3,4,89.0,453.0,89.0,0.0,29.666666666666668,51.3841739578767,453.0,0.0,113.25,226.5,671.656587687122,8.674531575294933,134493.33333333334,208025.90083801263,412605.0,7.0,393902.0,196951.0,278283.28794952814,393727.0,175.0,413690.0,137896.6666666667,238451.82438038365,413237.0,7.0,0,0,0,0,68,88,3.7176563894121135,4.95687518588282,0.0,453.0,67.75,158.74935320453164,25201.35714285714,1,2,0,2,6,0,0,0,1.0,77.42857142857143,29.666666666666668,113.25,0,0,0,0,0,0,0,0,0,0,16384,5840,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,1194238,3,5,115.0,3241.0,115.0,0.0,38.333333333333336,66.39528095680697,1460.0,0.0,648.2,752.5664090297945,2810.160118837284,6.698832226072191,170605.42857142858,289661.5211488846,640596.0,182.0,545136.0,272568.0,385200.6616920589,544946.0,190.0,649474.0,162368.5,319072.09453403053,640968.0,228.0,0,0,0,0,68,108,2.5120620847770714,4.186770141295119,0.0,1460.0,372.8888888888889,625.3050144618313,391006.3611111111,1,2,0,2,7,0,0,0,1.0,419.5,38.333333333333336,648.2,0,0,0,3356,4,5170,0,0,0,0,64240,5840,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6,34027113,10,13,128.0,9844.0,68.0,0.0,12.8,27.050569926220284,1460.0,0.0,757.2307692307693,691.928121730159,293.06041920159373,0.6759315725668528,1546686.9545454546,4608006.756019586,16001581.0,84.0,18025532.0,2002836.888888889,5084714.249569105,15547308.0,84.0,33731360.0,2810946.6666666665,6234645.065513415,16166602.0,162.0,0,0,0,0,208,268,0.2938832924203707,0.382048280146482,0.0,1460.0,415.5,627.7707972763973,394096.17391304346,1,2,0,5,22,0,0,0,1.0,433.5652173913044,12.8,757.2307692307693,0,0,0,9520,9,6716,5,64,6,4922,16384,5840,2,20,1239112.0,847473.1341063267,1838366.0,639858.0,15774444.5,321219.5188099565,16001581.0,15547308.0,0
6,14895877,23,23,1229.0,21677.0,69.0,0.0,53.43478260869566,25.200696395421875,1200.0,0.0,942.478260869565,445.2714054438358,1537.7409467062596,3.088102835435604,331019.4888888889,747408.756530905,4974496.0,134.0,9921381.0,450971.8636363636,208670.82614018695,947172.0,134.0,14569345.0,662242.9545454546,1026890.162221168,5180392.0,2983.0,0,0,0,0,468,468,1.544051417717802,1.544051417717802,0.0,1200.0,487.3617021276594,545.895810473658,298002.235892692,1,2,0,38,45,0,0,0,1.0,497.9565217391304,53.43478260869565,942.4782608695652,0,0,0,22906,38,2439,23,1229,23,21677,16384,5840,19,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,15366022,20,21,1133.0,19312.0,69.0,0.0,56.650000000000006,24.529842190579554,1200.0,0.0,919.6190476190476,461.36129835417233,1330.5330423189555,2.6682247363696345,384150.54999999993,797478.3075538296,4992181.0,1152.0,10373841.0,545991.6315789473,243477.64972311124,1223336.0,314001.0,14848913.0,742445.65,1067933.1844450645,5132990.0,2456.0,0,0,0,0,408,428,1.301573042131529,1.3666516942381055,0.0,1200.0,486.78571428571433,544.1496178627797,296098.8066202091,1,2,0,34,40,0,0,0,1.0,498.6585365853659,56.65,919.6190476190476,0,0,0,20376,33,2646,20,1133,21,19312,16384,5840,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
