f1,accuracy,precision,recall,time,first_optimizer_result,second_optimizer_result

0.8571428571428571,0.992,1.0,0.75,0.002465963363647461,"3, 9, 15, 17, 18, 22, 24, 25, 28, 32, 34, 36, 41, 42, 43, 50, 52, 54, 55, 56, 60, 61, 65, 66, 71, 72, 76","0, 2, 5, 6, 8, 9, 10, 11, 12, 13, 14, 18, 23, 26"
0.8571428571428571,0.992,1.0,0.75,0.0016450881958007812,"4, 5, 7, 9, 10, 11, 13, 16, 17, 18, 19, 21, 27, 28, 29, 30, 31, 33, 34, 39, 40, 41, 45, 46, 47, 50, 52, 54, 58, 59, 60, 61, 63, 66, 68, 69, 70, 71, 74","2, 8, 12, 15, 16, 17, 23, 25, 26, 33, 35, 38"
1.0,1.0,1.0,1.0,0.0015082359313964844,"0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 19, 20, 21, 23, 24, 26, 34, 35, 37, 38, 43, 44, 45, 47, 49, 50, 51, 52, 53, 55, 56, 58, 60, 64, 67, 70, 72, 74, 75","0, 3, 7, 8, 9, 11, 12, 13, 22, 26, 27, 28, 33, 34, 35, 37, 38, 40, 42"
0.8750000000000001,0.992,1.0,0.7777777777777778,0.0016601085662841797,"0, 2, 3, 9, 11, 12, 14, 16, 20, 21, 24, 26, 27, 29, 30, 31, 33, 35, 37, 42, 44, 46, 48, 52, 53, 54, 55, 57, 58, 60, 65, 66, 72, 73, 75, 76","2, 3, 7, 9, 12, 14, 16, 20, 23, 25, 26, 27, 32, 34"
0.9333333333333333,0.996,1.0,0.875,0.002054929733276367,"2, 3, 5, 7, 9, 10, 13, 14, 15, 17, 19, 20, 21, 22, 24, 25, 27, 29, 31, 34, 35, 36, 37, 38, 40, 42, 43, 44, 45, 51, 52, 53, 54, 55, 59, 61, 62, 63, 64, 65, 70, 71, 72, 73, 74, 75, 76","0, 2, 3, 6, 9, 10, 12, 17, 18, 19, 23, 26, 28, 29, 31, 33, 34, 35, 36, 37, 39"
0.9473684210526316,0.996,1.0,0.9,0.002995014190673828,"1, 2, 3, 4, 6, 8, 10, 11, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 27, 33, 35, 36, 39, 40, 41, 46, 49, 51, 52, 53, 58, 60, 62, 63, 66, 67, 71, 72, 75","3, 4, 10, 14, 16, 17, 18, 19, 20, 21, 23, 25, 26, 27, 29, 31, 35, 36, 37"
0.9090909090909091,0.996,1.0,0.8333333333333334,0.0020737648010253906,"0, 6, 8, 10, 13, 18, 20, 22, 23, 25, 26, 27, 28, 32, 33, 35, 38, 43, 44, 46, 49, 50, 52, 53, 54, 55, 56, 59, 60, 61, 66, 74, 75, 76","0, 2, 3, 4, 6, 7, 8, 11, 14, 15, 16, 18, 20, 22, 24, 27, 28, 30, 32, 33"
0.6666666666666666,0.98,0.7142857142857143,0.625,0.001522064208984375,"1, 5, 7, 8, 10, 13, 16, 17, 19, 20, 21, 22, 24, 28, 31, 33, 34, 36, 38, 39, 40, 44, 46, 49, 50, 52, 54, 56, 59, 63, 64, 69, 70, 73","1, 2, 3, 6, 8, 10, 17, 18, 19, 27, 28, 30, 32, 33"
0.8571428571428571,0.992,0.8571428571428571,0.8571428571428571,0.0021431446075439453,"0, 2, 3, 4, 5, 6, 7, 10, 11, 15, 19, 22, 23, 27, 34, 36, 40, 41, 42, 43, 44, 45, 47, 48, 49, 50, 53, 56, 57, 58, 60, 65, 66, 67, 68, 69, 71, 74","1, 4, 8, 9, 11, 14, 16, 18, 21, 22, 23, 24, 25, 26, 31, 35, 36"
0.3529411764705882,0.956,0.42857142857142855,0.3,0.00173187255859375,"1, 3, 4, 6, 8, 9, 12, 13, 16, 17, 21, 22, 24, 25, 28, 36, 43, 45, 47, 50, 53, 54, 55, 56, 57, 58, 60, 62, 64, 65, 67, 69, 73, 75","16, 17, 19, 20, 23, 26, 27, 30, 31"
1.0,1.0,1.0,1.0,0.0019178390502929688,"0, 1, 3, 4, 6, 7, 8, 10, 11, 12, 13, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 29, 35, 39, 41, 45, 46, 47, 48, 51, 52, 53, 55, 56, 57, 58, 59, 60, 61, 62, 67, 68, 69, 70, 72, 73, 74, 76","2, 6, 8, 9, 10, 11, 14, 15, 19, 21, 22, 25, 26, 28, 32, 34, 36, 40, 44, 45, 46, 47"
