f1,accuracy,precision,recall,time,first_optimizer_result,second_optimizer_result

0.7368421052631577,0.98,0.7,0.7777777777777778,0.0031599998474121094,"0, 2, 6, 8, 9, 10, 11, 17, 18, 19, 23, 24, 28, 29, 31, 32, 33, 34, 36, 37, 38, 40, 43, 45, 49, 50, 51, 52, 53, 56, 59, 61, 62, 65, 66, 68, 70, 71, 72, 73, 74, 75, 76","1, 2, 5, 7, 8, 10, 11, 12, 15, 17, 18, 21, 24, 27, 30, 31, 33, 35, 36, 37, 38"
0.8571428571428571,0.992,1.0,0.75,0.0023398399353027344,"0, 3, 5, 6, 9, 10, 11, 13, 17, 21, 22, 23, 24, 27, 28, 29, 31, 32, 34, 37, 40, 43, 44, 47, 48, 51, 52, 53, 54, 55, 57, 58, 60, 61, 62, 63, 64, 66, 67, 69, 71, 73, 74, 75","2, 3, 4, 7, 9, 10, 11, 13, 16, 18, 19, 22, 23, 24, 26, 27, 28, 32, 33, 34, 35, 36, 37, 38, 40, 43"
0.875,0.992,0.875,0.875,0.0018723011016845703,"0, 1, 4, 7, 8, 9, 10, 15, 18, 20, 21, 26, 29, 31, 33, 36, 38, 40, 42, 43, 45, 47, 48, 51, 53, 54, 57, 59, 60, 62, 63, 64, 65, 66, 71, 72","0, 1, 2, 3, 7, 8, 9, 10, 11, 12, 14, 16, 19, 20, 23, 26, 28, 32, 33, 34, 35"
0.9285714285714286,0.992,1.0,0.8666666666666667,0.001753091812133789,"3, 5, 6, 7, 10, 11, 17, 22, 23, 24, 27, 29, 30, 32, 34, 37, 38, 40, 44, 47, 48, 50, 52, 53, 54, 55, 56, 59, 60, 62, 66, 69, 70, 71, 72, 73, 74","1, 2, 4, 8, 9, 10, 12, 14, 17, 23, 24, 25, 26, 30, 31, 32, 33"
0.888888888888889,0.992,1.0,0.8,0.0017688274383544922,"2, 3, 5, 6, 17, 18, 19, 21, 22, 24, 27, 28, 29, 30, 34, 36, 37, 38, 39, 41, 43, 45, 46, 47, 48, 49, 50, 51, 52, 56, 57, 59, 60, 61, 64, 65, 66, 67, 70, 71, 75, 76","0, 3, 4, 5, 6, 7, 9, 11, 12, 13, 17, 18, 20, 21, 22, 23, 30, 35, 37, 38, 39, 40, 41"
0.8,0.98,1.0,0.6666666666666666,0.001352071762084961,"2, 4, 6, 7, 8, 9, 14, 16, 18, 20, 21, 22, 23, 24, 26, 29, 30, 31, 34, 35, 37, 38, 39, 41, 45, 48, 51, 52, 55, 56, 61, 62, 63, 68, 69, 70, 71, 73, 74","1, 2, 4, 6, 10, 11, 13, 18, 28, 29, 32, 36"
1.0,1.0,1.0,1.0,0.0018138885498046875,"0, 5, 7, 8, 9, 10, 11, 14, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 33, 36, 41, 45, 49, 50, 52, 53, 55, 56, 57, 58, 59, 61, 62, 64, 65, 67, 73, 74, 76","0, 2, 3, 5, 7, 10, 11, 12, 13, 15, 18, 25, 26, 28, 30, 32, 33, 34, 35, 36"
0.8888888888888888,0.992,0.8888888888888888,0.8888888888888888,0.0014955997467041016,"5, 8, 10, 13, 16, 17, 20, 21, 23, 26, 27, 29, 31, 32, 34, 35, 36, 37, 38, 47, 49, 50, 51, 52, 53, 54, 57, 58, 59, 60, 61, 62, 63, 67, 69, 73","5, 6, 7, 8, 9, 14, 16, 17, 20, 22, 23, 28, 30, 32"
0.8,0.988,1.0,0.6666666666666666,0.0021691322326660156,"0, 1, 5, 8, 9, 11, 12, 14, 15, 16, 20, 21, 22, 24, 29, 30, 31, 32, 34, 42, 43, 45, 47, 53, 56, 59, 60, 61, 62, 67, 69, 70, 72, 74, 76","2, 3, 4, 5, 6, 8, 10, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22, 24, 25, 27, 28, 29, 31, 32, 33, 34"
