f1,accuracy,precision,recall,time,first_optimizer_result,second_optimizer_result

0.9035812672176309,0.86,0.8961748633879781,0.9111111111111111,0.05177140235900879,"1, 2, 4, 6, 7, 8, 11, 13, 14, 15, 22, 23, 25, 26, 27, 28, 29, 38, 39, 45, 49, 54, 57, 61, 62, 69, 70, 71, 73",
0.8940568475452197,0.836,0.9057591623036649,0.8826530612244898,0.028173208236694336,"0, 3, 5, 6, 8, 9, 10, 11, 13, 16, 17, 18, 19, 21, 22, 24, 26, 27, 30, 31, 32, 36, 37, 39, 42, 46, 47, 49, 50, 54, 55, 56, 57, 61, 62, 63, 64, 67, 68, 71",
0.9302325581395349,0.892,0.9424083769633508,0.9183673469387755,0.056333303451538086,"0, 4, 6, 9, 10, 12, 14, 17, 18, 19, 27, 29, 32, 33, 34, 35, 38, 40, 46, 48, 50, 51, 55, 56, 60, 61, 63, 64, 65, 67, 68, 69, 71, 72, 73, 76",
0.9207920792079208,0.872,0.9253731343283582,0.916256157635468,0.026625394821166992,"0, 2, 3, 4, 5, 6, 7, 10, 12, 13, 15, 18, 23, 28, 30, 32, 34, 36, 37, 41, 45, 51, 52, 54, 55, 56, 58, 59, 60, 63, 64, 65, 67, 72, 73, 76",
0.8980716253443526,0.852,0.9157303370786517,0.8810810810810811,0.028216838836669922,"1, 11, 12, 14, 17, 18, 20, 21, 25, 27, 28, 30, 31, 32, 33, 34, 36, 37, 39, 40, 41, 45, 51, 52, 55, 56, 66, 69, 75, 76",
0.8986301369863013,0.852,0.8864864864864865,0.9111111111111111,0.02834320068359375,"0, 1, 3, 5, 7, 12, 14, 17, 21, 22, 24, 26, 27, 29, 35, 36, 37, 40, 41, 45, 46, 47, 49, 50, 51, 53, 56, 57, 61, 63, 66, 71, 73, 74, 75, 76",
0.8715083798882681,0.816,0.8524590163934426,0.8914285714285715,0.028857707977294922,"1, 4, 5, 7, 10, 11, 12, 14, 15, 16, 17, 19, 21, 22, 24, 25, 27, 28, 35, 36, 37, 40, 45, 46, 47, 51, 52, 57, 58, 59, 61, 63, 64, 65, 66, 67, 68, 74, 76",
0.8901408450704225,0.844,0.8926553672316384,0.8876404494382022,0.03666377067565918,"1, 2, 5, 6, 8, 9, 11, 13, 16, 18, 19, 21, 24, 25, 28, 38, 39, 40, 42, 43, 46, 50, 52, 53, 54, 56, 60, 61, 63, 64, 65, 68, 69, 70, 72, 73, 76",
0.907608695652174,0.864,0.912568306010929,0.9027027027027027,0.09679651260375977,"0, 1, 2, 5, 7, 8, 13, 15, 16, 17, 18, 19, 20, 23, 26, 28, 29, 31, 32, 34, 35, 37, 42, 43, 49, 51, 54, 61, 63, 64, 72, 76",
0.8676056338028169,0.812,0.8603351955307262,0.875,0.028270721435546875,"0, 2, 3, 4, 5, 6, 10, 11, 12, 14, 15, 17, 18, 19, 21, 23, 24, 31, 32, 37, 40, 41, 45, 46, 47, 49, 50, 51, 53, 55, 56, 59, 64, 65, 66, 67, 69, 70, 71, 73, 75, 76",
0.9190600522193212,0.876,0.9312169312169312,0.9072164948453608,0.047571420669555664,"1, 3, 4, 5, 7, 8, 9, 12, 14, 17, 18, 19, 22, 25, 27, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 42, 43, 44, 45, 47, 49, 52, 54, 59, 62, 65, 68, 69, 70, 71, 74, 76",
0.9114583333333334,0.864,0.9162303664921466,0.9067357512953368,0.03629136085510254,"1, 3, 5, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 22, 23, 25, 26, 28, 31, 35, 37, 38, 39, 40, 43, 44, 45, 47, 48, 51, 53, 54, 56, 58, 59, 60, 65, 67, 68, 70, 71, 74",
0.9018567639257293,0.852,0.9042553191489362,0.8994708994708994,0.03646349906921387,"0, 1, 3, 6, 13, 15, 16, 17, 18, 19, 21, 23, 25, 27, 32, 35, 38, 40, 42, 44, 45, 48, 50, 52, 58, 59, 64, 68, 72",
0.8918918918918919,0.84,0.8967391304347826,0.8870967741935484,0.029027938842773438,"0, 2, 4, 5, 6, 9, 10, 11, 12, 13, 15, 20, 23, 27, 28, 29, 31, 38, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 55, 60, 61, 62, 64, 67, 70, 72, 73, 76",
0.8625336927223719,0.796,0.8421052631578947,0.8839779005524862,0.06753706932067871,"1, 2, 5, 8, 9, 12, 14, 15, 22, 24, 25, 26, 27, 29, 31, 32, 35, 38, 41, 43, 45, 49, 50, 53, 55, 59, 61, 63, 67, 72, 75",
0.8934010152284263,0.832,0.8888888888888888,0.8979591836734694,0.04338812828063965,"0, 2, 4, 7, 11, 12, 16, 17, 18, 19, 22, 23, 24, 25, 26, 35, 36, 38, 39, 40, 41, 46, 47, 49, 51, 52, 53, 59, 60, 61, 62, 63, 65, 67, 69, 71, 72",
0.9130434782608695,0.872,0.8936170212765957,0.9333333333333333,0.026828765869140625,"1, 2, 3, 6, 8, 9, 13, 14, 17, 18, 20, 23, 24, 26, 28, 30, 34, 36, 37, 42, 43, 45, 48, 50, 55, 59, 60, 62, 63, 64, 66, 67, 69, 70, 72, 73, 75, 76",
0.8994413407821229,0.856,0.8944444444444445,0.9044943820224719,0.020276546478271484,"0, 5, 8, 9, 12, 15, 16, 18, 21, 22, 26, 27, 28, 32, 33, 36, 38, 40, 41, 45, 46, 47, 51, 52, 54, 55, 57, 63, 68, 70, 71, 72, 74, 75",
0.9105263157894737,0.864,0.865,0.9611111111111111,0.027411699295043945,"2, 6, 8, 11, 12, 13, 14, 19, 24, 25, 28, 29, 30, 32, 33, 34, 36, 42, 43, 44, 47, 50, 53, 54, 55, 57, 59, 61, 64, 65, 66, 68, 69, 70, 71, 75, 76",
0.9057591623036649,0.856,0.9057591623036649,0.9057591623036649,0.03049778938293457,"4, 5, 6, 10, 12, 13, 14, 15, 16, 19, 21, 23, 30, 34, 37, 40, 41, 44, 49, 50, 52, 53, 54, 55, 57, 58, 60, 63, 65, 67, 69, 71, 76",
0.8641304347826088,0.8,0.8548387096774194,0.8736263736263736,0.03325462341308594,"2, 3, 4, 5, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 26, 30, 31, 32, 33, 39, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 56, 58, 62, 63, 64, 68, 69, 71, 73, 75, 76",
0.9028871391076115,0.852,0.91005291005291,0.8958333333333334,0.031116724014282227,"1, 3, 7, 13, 14, 15, 18, 19, 21, 22, 23, 24, 26, 29, 30, 32, 40, 41, 42, 43, 44, 47, 48, 49, 50, 51, 52, 53, 55, 56, 57, 58, 60, 62, 63, 64, 66, 67, 68, 69, 70, 71, 75",
0.9417721518987343,0.908,0.9346733668341709,0.9489795918367347,0.027528047561645508,"0, 1, 4, 6, 7, 12, 15, 17, 19, 20, 25, 27, 28, 29, 34, 39, 41, 42, 49, 51, 52, 53, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 68, 69, 71, 72, 74, 75, 76",
0.908108108108108,0.864,0.9281767955801105,0.8888888888888888,0.02877330780029297,"0, 1, 2, 3, 5, 6, 8, 11, 12, 13, 17, 19, 20, 21, 22, 24, 25, 27, 28, 29, 31, 32, 38, 39, 41, 44, 45, 46, 47, 48, 49, 52, 54, 55, 56, 58, 59, 60, 63, 69, 72, 73, 74, 75, 76",
0.9142857142857141,0.868,0.9025641025641026,0.9263157894736842,0.02890610694885254,"0, 1, 4, 5, 8, 10, 11, 12, 13, 16, 18, 19, 21, 22, 23, 24, 25, 28, 29, 30, 32, 33, 37, 43, 45, 46, 50, 55, 57, 59, 61, 64, 66, 67, 70, 74, 75",
0.9061662198391421,0.86,0.8941798941798942,0.9184782608695652,0.042563438415527344,"0, 1, 2, 4, 10, 12, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 27, 30, 31, 34, 38, 40, 42, 44, 45, 46, 47, 48, 49, 53, 54, 56, 57, 58, 60, 61, 62, 63, 65, 66, 68, 74, 75, 76",
0.8780487804878049,0.82,0.8709677419354839,0.8852459016393442,0.028076887130737305,"0, 2, 4, 6, 7, 9, 11, 12, 19, 21, 23, 24, 25, 26, 29, 30, 33, 34, 37, 38, 41, 43, 44, 46, 47, 48, 49, 52, 54, 56, 57, 59, 62, 66, 72, 75",
0.8739946380697051,0.812,0.8534031413612565,0.8956043956043956,0.04117751121520996,"0, 1, 4, 6, 7, 9, 10, 11, 13, 14, 17, 19, 21, 22, 23, 26, 29, 35, 38, 39, 40, 42, 43, 44, 47, 49, 50, 52, 53, 54, 56, 57, 59, 60, 61, 62, 63, 64, 67, 69, 71, 72, 75",
