f1,accuracy,precision,recall,time,first_optimizer_result,second_optimizer_result
0.7550200803212851,0.756,0.7833333333333333,0.7286821705426356,0.004480123519897461,"2, 3, 6, 8, 13, 15, 17, 19, 20, 21, 24, 26, 27, 28, 32, 33, 34, 35, 36, 38, 40, 41, 42, 43, 46, 47, 49, 51, 52, 54, 55, 58, 62, 63, 64, 65, 66, 67, 71, 72, 74, 76","1, 2, 4, 9, 16, 24, 29, 31, 32, 34, 35, 36, 40, 41"
0.6425339366515838,0.684,0.7244897959183674,0.5772357723577236,0.0026891231536865234,"4, 5, 6, 10, 11, 12, 13, 15, 17, 18, 19, 21, 22, 23, 24, 34, 37, 38, 39, 42, 43, 44, 47, 48, 49, 52, 53, 57, 58, 59, 65, 69, 70, 72, 74","5, 6, 21, 22, 23, 27, 28, 29, 30"
0.6949152542372882,0.712,0.7735849056603774,0.6307692307692307,0.0074269771575927734,"0, 2, 3, 4, 7, 8, 9, 11, 12, 16, 17, 21, 22, 24, 25, 26, 28, 30, 31, 32, 37, 39, 40, 42, 43, 46, 48, 49, 50, 51, 54, 55, 58, 61, 62, 64, 65, 66, 67, 70, 72, 73, 74, 75","0, 2, 3, 4, 5, 7, 8, 9, 10, 13, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 29, 30, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43"
0.7686567164179104,0.752,0.7304964539007093,0.8110236220472441,0.0063211917877197266,"0, 2, 3, 5, 7, 8, 9, 10, 12, 17, 22, 23, 29, 30, 31, 34, 35, 36, 38, 41, 42, 43, 44, 46, 47, 50, 52, 55, 57, 58, 60, 61, 62, 63, 65, 67, 70, 71, 73, 75, 76","1, 4, 5, 6, 7, 8, 12, 13, 14, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 34, 36, 37, 38, 39"
0.7053941908713693,0.716,0.6967213114754098,0.7142857142857143,0.004089832305908203,"2, 3, 4, 5, 6, 7, 9, 10, 13, 17, 18, 21, 22, 23, 24, 27, 30, 31, 32, 33, 35, 36, 39, 40, 43, 44, 47, 49, 50, 52, 53, 55, 59, 61, 65, 67, 69, 70, 71, 73","1, 8, 18, 19, 20, 21, 22, 24, 25, 26, 30, 34, 35, 37, 38, 39"
0.6098654708520178,0.652,0.6126126126126126,0.6071428571428571,0.011289119720458984,"2, 3, 4, 8, 9, 10, 11, 12, 15, 17, 21, 22, 24, 28, 32, 33, 37, 43, 44, 45, 51, 52, 53, 54, 60, 63, 64, 66, 67, 69, 70, 72, 73, 74, 75, 76","0, 1, 2, 4, 6, 14, 15, 16, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35"
0.68503937007874,0.68,0.6641221374045801,0.7073170731707317,0.00496220588684082,"0, 2, 3, 4, 5, 11, 12, 13, 16, 18, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 33, 34, 36, 38, 39, 40, 42, 45, 46, 48, 54, 55, 60, 62, 64, 65, 67, 68, 70, 71, 72","0, 2, 4, 5, 12, 13, 14, 17, 19, 21, 23, 25, 29, 30, 34, 35, 36, 37, 40"
0.6477732793522268,0.652,0.6504065040650406,0.6451612903225806,0.0028471946716308594,"4, 9, 11, 12, 13, 15, 17, 18, 22, 23, 27, 28, 29, 30, 31, 33, 37, 39, 41, 42, 43, 45, 46, 47, 51, 54, 55, 56, 62, 64, 65, 66, 67, 68, 72, 76","3, 4, 5, 12, 13, 15, 20, 21, 26, 30, 31, 32"
0.7615384615384615,0.752,0.7388059701492538,0.7857142857142857,0.0047419071197509766,"0, 2, 5, 7, 10, 13, 15, 17, 19, 22, 28, 30, 31, 35, 37, 40, 41, 42, 43, 45, 46, 47, 48, 49, 50, 51, 55, 57, 58, 60, 61, 62, 66, 67, 69, 75","0, 3, 6, 11, 13, 14, 15, 17, 19, 20, 23, 24, 25, 28, 29, 30, 31, 32, 33"
0.6846153846153847,0.672,0.6544117647058824,0.717741935483871,0.003682851791381836,"2, 4, 5, 6, 10, 12, 14, 15, 17, 25, 27, 28, 30, 32, 35, 36, 37, 39, 40, 41, 43, 49, 50, 51, 52, 53, 55, 57, 62, 63, 64, 65, 66, 67, 68, 69, 70, 73, 75, 76","2, 4, 5, 13, 15, 16, 19, 22, 26, 27, 29, 30, 31, 33, 34, 35, 36, 38"
